3.526030696152186117e+00 -2.016912936820197122e-01 4.675676464680335265e+00
9.322804511257375637e+00 -1.531851770422519854e+00 -1.468194732667783109e+00
9.460137938809937808e+00 4.596683039432092777e+00 -3.405930738695776672e+00
3.394531558596572296e+00 -2.963118552506878167e+00 -2.921668205063294277e+00
1.961129439881163616e+00 -1.190578847504823834e+01 -1.088086053587690927e+01
-3.567302857030071550e+00 -6.484835865336599170e+00 1.949554462561552404e+00
-5.705283529880198934e+00 -8.873765865505250261e+00 9.208942810373757837e+00
-1.418594333926364026e+00 4.242922235153787081e-01 -8.951956870047157011e+00
-3.420457536219019712e+00 6.969471858993401270e-01 -7.231905934317882867e+00
2.360580268806012683e+00 -3.773924191421430763e+00 -1.832765882897235077e+00
-3.780634145192551365e+00 1.163820707371583651e+01 -8.480556416108725459e-02
-6.645793768058984696e+00 5.168202106222081760e+00 -7.670786883861424599e+00
