3.678192735255363832e+00 -8.894592913322039163e-01 3.914966651485631388e+00
9.387851786183103897e+00 -2.067500118780150498e+00 -1.361802651053940494e+00
9.769975343836252435e+00 4.671355837119158139e+00 -2.795361418657009267e+00
3.308610618083462462e+00 -3.396758581841785141e+00 -2.852515668436565122e+00
1.682092336455443427e+00 -1.140601246602255792e+01 -1.109347479331442798e+01
-3.582755484671535928e+00 -6.508028526768233846e+00 1.822510540749960217e+00
-5.956803519879922959e+00 -8.759738796267212635e+00 9.257984358321952101e+00
-1.656240692454555630e+00 1.584721570953192757e-02 -9.103339349179954354e+00
-3.344943173129483416e+00 8.506586838464230693e-01 -7.264328440902766637e+00
2.254465424235700510e+00 -2.883267214488633101e+00 -1.839125275790792990e+00
