3.516777166189836379e+00 -3.307748628446435801e-01 4.640693032293943254e+00
9.353749671223678064e+00 -1.542945863218379454e+00 -1.471858012127913229e+00
9.458697125129562622e+00 4.640698138153842578e+00 -3.308047771459700748e+00
3.399523525022283721e+00 -2.922558662861438172e+00 -2.927842439988460832e+00
1.867960569798673198e+00 -1.192233429766410602e+01 -1.089584728572016203e+01
-3.561355291759099373e+00 -6.475795016887194500e+00 1.953717332500531256e+00
-5.705283529880198934e+00 -8.873765865505250261e+00 9.208942810373757837e+00
-1.418594333926364026e+00 4.242922235153787081e-01 -8.951956870047157011e+00
-3.420457536219019712e+00 6.969471858993401270e-01 -7.231905934317882867e+00
2.360580268806012683e+00 -3.773924191421430763e+00 -1.832765882897235077e+00
-3.780634145192551365e+00 1.163820707371583651e+01 -8.480556416108725459e-02
-6.645793768058984696e+00 5.168202106222081760e+00 -7.670786883861424599e+00
