3.578507683522863747e+00 -8.587111714537760676e-01 4.098564856237217668e+00
9.323463729661094490e+00 -1.757364372365023852e+00 -1.425823620591592400e+00
9.950192554451218641e+00 4.746252000403194060e+00 -2.775315178242546033e+00
3.446636352575236373e+00 -3.189089989015417625e+00 -2.934854692618189098e+00
1.704501099558319410e+00 -1.188736753067273355e+01 -1.094878904282105481e+01
-3.524868679571584007e+00 -6.383132354742577341e+00 1.951829649351169094e+00
-5.824285150354652885e+00 -8.851753724408540691e+00 9.221817750635590727e+00
-1.646323606301233866e+00 2.498032012451925632e-01 -9.110418275548182621e+00
-3.388597971249253327e+00 5.394079258621626849e-01 -7.232893558769384335e+00
2.211905991813672756e+00 -3.249687253663016140e+00 -1.835891410855837957e+00
