0.000000000000000000e+00, 3.741616889308398419e-01
1.000000000000000000e+00, 3.492457683759190301e-01
2.000000000000000000e+00, 4.467323102082869646e-01
3.000000000000000000e+00, 4.774964604343501784e-01
4.000000000000000000e+00, 4.694723879501874197e-01
5.000000000000000000e+00, 5.474413202923673616e-01
6.000000000000000000e+00, 5.365429674734625287e-01
7.000000000000000000e+00, 4.805823056497041668e-01
8.000000000000000000e+00, 4.370859755489518439e-01
9.000000000000000000e+00, 4.667804089750304253e-01
1.000000000000000000e+01, 4.649744859096416327e-01
1.100000000000000000e+01, 4.493656096531311595e-01
1.200000000000000000e+01, 4.587561161659469144e-01
1.300000000000000000e+01, 4.517718242863147382e-01
1.400000000000000000e+01, 4.318754228981457888e-01
1.500000000000000000e+01, 4.686255804343689713e-01
1.600000000000000000e+01, 4.848822855221820438e-01
1.700000000000000000e+01, 4.823585197111498468e-01
1.800000000000000000e+01, 4.734455280748653405e-01
1.900000000000000000e+01, 4.562510426675298048e-01
2.000000000000000000e+01, 4.590239440406843618e-01
2.100000000000000000e+01, 4.676795762896152064e-01
2.200000000000000000e+01, 4.546906186867890054e-01
2.300000000000000000e+01, 4.537745494955795489e-01
2.400000000000000000e+01, 4.751947604228933253e-01
2.500000000000000000e+01, 4.743663903503989587e-01
2.600000000000000000e+01, 4.725941234044583328e-01
2.700000000000000000e+01, 4.677995302553061285e-01
2.800000000000000000e+01, 4.679914702969186213e-01
2.900000000000000000e+01, 4.660753097265812883e-01
