0.000000000000000000e+00, 2.391375850183034835e-01
1.000000000000000000e+00, 2.354052244348196765e-01
2.000000000000000000e+00, 2.372720351816753337e-01
3.000000000000000000e+00, 2.223525985747736300e-01
4.000000000000000000e+00, 2.384533347313937679e-01
5.000000000000000000e+00, 2.422840172356717781e-01
6.000000000000000000e+00, 2.347397440849928740e-01
7.000000000000000000e+00, 2.306233734418757786e-01
8.000000000000000000e+00, 2.410202526032101944e-01
9.000000000000000000e+00, 2.312706293501514132e-01
1.000000000000000000e+01, 2.312931924489632363e-01
1.100000000000000000e+01, 2.311729078340199750e-01
1.200000000000000000e+01, 2.374730584226744656e-01
1.300000000000000000e+01, 2.337499193854516433e-01
1.400000000000000000e+01, 2.395496246848763666e-01
1.500000000000000000e+01, 2.315041810276026457e-01
1.600000000000000000e+01, 2.299629834303697495e-01
1.700000000000000000e+01, 2.280337745193638521e-01
1.800000000000000000e+01, 2.271506939381776058e-01
1.900000000000000000e+01, 2.348629266920924941e-01
2.000000000000000000e+01, 2.305426348983588003e-01
2.100000000000000000e+01, 2.295042012859547786e-01
2.200000000000000000e+01, 2.297255662436060164e-01
2.300000000000000000e+01, 2.330023700254400809e-01
2.400000000000000000e+01, 2.332628127451847888e-01
2.500000000000000000e+01, 2.373523023634327989e-01
2.600000000000000000e+01, 2.298379493050373978e-01
2.700000000000000000e+01, 2.335651804057472802e-01
2.800000000000000000e+01, 2.359512623414612986e-01
2.900000000000000000e+01, 2.311732144201303629e-01
3.000000000000000000e+01, 2.321478985340465762e-01
3.100000000000000000e+01, 2.320855068559493917e-01
3.200000000000000000e+01, 2.318766612275840189e-01
3.300000000000000000e+01, 2.248663764696551826e-01
3.400000000000000000e+01, 2.329160137348203763e-01
3.500000000000000000e+01, 2.316166711807577383e-01
3.600000000000000000e+01, 2.390761735100170871e-01
3.700000000000000000e+01, 2.333736389873357076e-01
3.800000000000000000e+01, 2.423076067487938134e-01
3.900000000000000000e+01, 2.402096068436146981e-01
4.000000000000000000e+01, 2.355247372386352900e-01
4.100000000000000000e+01, 2.420477380229280051e-01
4.200000000000000000e+01, 2.374705491475501973e-01
4.300000000000000000e+01, 2.410328076894251714e-01
4.400000000000000000e+01, 2.371475973454465203e-01
4.500000000000000000e+01, 2.396188976914542523e-01
4.600000000000000000e+01, 2.274850042466566302e-01
4.700000000000000000e+01, 2.386585490735629311e-01
4.800000000000000000e+01, 2.329727687997907026e-01
4.900000000000000000e+01, 2.312079431435032362e-01
5.000000000000000000e+01, 2.374396346114812095e-01
5.100000000000000000e+01, 2.382973793666360862e-01
5.200000000000000000e+01, 2.292891726254613627e-01
5.300000000000000000e+01, 2.273782730154457477e-01
5.400000000000000000e+01, 2.279942286360164272e-01
5.500000000000000000e+01, 2.346750059683148093e-01
5.600000000000000000e+01, 2.349431138305002886e-01
5.700000000000000000e+01, 2.307575508249710694e-01
5.800000000000000000e+01, 2.267063532407025128e-01
5.900000000000000000e+01, 2.322850573479376957e-01
6.000000000000000000e+01, 2.431362923359206285e-01
6.100000000000000000e+01, 2.306199375156166853e-01
6.200000000000000000e+01, 2.244804078936239455e-01
6.300000000000000000e+01, 2.326994553418290923e-01
6.400000000000000000e+01, 2.355028612471656291e-01
6.500000000000000000e+01, 2.313186259598631056e-01
6.600000000000000000e+01, 2.309759969329129026e-01
6.700000000000000000e+01, 2.287538868483754706e-01
6.800000000000000000e+01, 2.322577780895573596e-01
6.900000000000000000e+01, 2.330150240863911315e-01
7.000000000000000000e+01, 2.286613869786546516e-01
7.100000000000000000e+01, 2.374158074311278621e-01
7.200000000000000000e+01, 2.325227590003176581e-01
7.300000000000000000e+01, 2.330067137013743794e-01
7.400000000000000000e+01, 2.290900664909918671e-01
7.500000000000000000e+01, 2.301621254243218506e-01
7.600000000000000000e+01, 2.312241361510422588e-01
7.700000000000000000e+01, 2.309418964048593204e-01
7.800000000000000000e+01, 2.343947871041849318e-01
7.900000000000000000e+01, 2.286140546658750328e-01
8.000000000000000000e+01, 2.452941091157961329e-01
8.100000000000000000e+01, 2.343808001736115421e-01
8.200000000000000000e+01, 2.361169283496496463e-01
8.300000000000000000e+01, 2.301854111535589220e-01
8.400000000000000000e+01, 2.305576352577156374e-01
8.500000000000000000e+01, 2.362928933352861360e-01
8.600000000000000000e+01, 2.286946112447662827e-01
8.700000000000000000e+01, 2.358964075033933294e-01
8.800000000000000000e+01, 2.380180308496063768e-01
8.900000000000000000e+01, 2.358845086169583383e-01
9.000000000000000000e+01, 2.306567514406520081e-01
9.100000000000000000e+01, 2.319698588562893460e-01
9.200000000000000000e+01, 2.438436344674144995e-01
9.300000000000000000e+01, 2.267870946205390315e-01
9.400000000000000000e+01, 2.370310972366887758e-01
9.500000000000000000e+01, 2.363420694406333789e-01
9.600000000000000000e+01, 2.400576369963957346e-01
9.700000000000000000e+01, 2.354655504083731088e-01
9.800000000000000000e+01, 2.354656688827211908e-01
9.900000000000000000e+01, 2.294984884802570846e-01
